cell_id	module_score	state	patient_id	cell_type	treatment_group	Cohort	no.of.genes	no.of.reads
CY75_1_CD45_CD8_8__S319_comb_BCD8	0.36959938131099	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5038	275760
CY75_1_CD45_CD8_7__S273_comb_BCD8	0.39468551960086196	myeloid_suppression	Mel75	T.cell	post.treatment	Tirosh	4189	459344
monika_D8_S133_comb_BCD8_3	0.19299061058015982	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5533	1043446
monika_A10_S98_comb_BCD8_3	0.23615687821574	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4764	993083
CY75_1_CD45_CD8_7__S263_comb_BCD8	0.15123386562785981	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4593	331756
CY75_1_CD45_CD8_8__S380_comb_BCD8	0.24554821516782602	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3724	288078
CY75_1_CD45_CD8_8__S349_comb_BCD8	0.0	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4005	172611
monika_C9_S125_comb_BCD8_3	0.29188632372746	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4976	714254
CY75_1_CD45_CD8_1__S90_comb_BCD8	0.0	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	1724	121033
CY75_1_CD45_CD8_3__S104_comb_BCD8	0.540664445334842	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4152	272590
CY75_1_CD45_CD8_8__S378_comb_BCD8	0.423738390558362	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4233	372400
CY75_1_CD45_CD8_8__S294_comb_BCD8	0.339554763911038	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3451	184600
monika_C3_S122_comb_BCD8_3	0.08723236786289	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4949	772202
CY75_1_CD45_CD8_8__S304_comb_BCD8	0.1086001754804852	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4789	258098
CY75_1_CD45_CD8_3__S185_comb_BCD8	0.48250211424996003	myeloid_suppression	Mel75	NK	post.treatment	Tirosh	4182	395267
monika_A3_S102_comb_BCD8_3	0.26090220836198996	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5167	1242692
CY75_1_CD45_CD8_8__S327_comb_BCD8	0.32176184853510403	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4109	122870
CY75_1_CD45_CD8_3__S116_comb_BCD8	0.47218521473697395	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4952	369660
CY75_1_CD45_CD8_3__S161_comb_BCD8	0.46230062309365405	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4076	320028
monika_F5_S148_comb_BCD8_3	0.23102031162514	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6154	1557222
monika_B2_S111_comb_BCD8_3	0.1928427555893878	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5648	1664091
CY75_1_CD45_CD8_3__S187_comb_BCD8	0.43596589817026	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4446	366677
CY75_1_CD45_CD8_3__S189_comb_BCD8	0.19254681811916058	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3610	320420
CY75_1_CD45_CD8_7__S283_comb_BCD8	0.8583460519503573	myeloid_suppression	Mel75	T.cell	post.treatment	Tirosh	5992	299436
CY75_1_CD45_CD8_8__S347_comb_BCD8	0.45047204977737804	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4929	310796
CY75_1_CD45_CD8_3__S175_comb_BCD8	0.21544859978649197	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3557	151818
CY75_1_CD45_CD8_8__S356_comb_BCD8	0.1569845403125722	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3735	252850
CY75_1_CD45_CD8_3__S190_comb_BCD8	0.71336303080218	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5484	432052
CY75_1_CD45_CD8_7__S223_comb_BCD8	0.16327898183382422	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4738	196814
CY75_1_CD45_CD8_8__S322_comb_BCD8	0.255239773006448	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	7225	468704
CY75_1_CD45_CD8_8__S292_comb_BCD8	0.48803098173606196	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5571	215934
CY75_1_CD45_CD8_8__S374_comb_BCD8	0.479341504276796	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5296	399529
CY75_1_CD45_CD8_8__S333_comb_BCD8	0.9582482091977299	myeloid_suppression	Mel75	?	post.treatment	Tirosh	5071	105072
CY75_1_CD45_CD8_7__S285_comb_BCD8	0.40943787274249	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5425	505285
CY75_1_CD45_CD8_8__S337_comb_BCD8	0.0	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4261	157204
CY75_1_CD45_CD8_8__S360_comb_BCD8	0.46154398986001405	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5545	515205
CY75_1_CD45_CD8_7__S198_comb_BCD8	0.245178372338068	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5804	435274
CY75_1_CD45_CD8_3__S174_comb_BCD8	0.338663935762314	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3689	92348
monika_E10_S135_comb_BCD8_3	0.2766949650484731	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5231	1088678
CY75_1_CD45_CD8_8__S370_comb_BCD8	0.5879542400899529	myeloid_suppression	Mel75	?	post.treatment	Tirosh	4580	289858
CY75_1_CD45_CD8_7__S196_comb_BCD8	0.5650070787589325	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5195	293022
CY75_1_CD45_CD8_7__S199_comb_BCD8	0.196954322477085	myeloid_suppression	Mel75	T.CD4	post.treatment	Tirosh	4083	256131
CY75_1_CD45_CD8_8__S320_comb_BCD8	0.995089353128192	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5513	139084
monika_F7_S150_comb_BCD8_3	0.405005758898304	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5767	1132051
monika_B8_S116_comb_BCD8_3	0.316511200602812	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5996	579086
CY75_1_CD45_CD8_8__S296_comb_BCD8	0.319196195793124	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4336	230840
CY75_1_CD45_CD8_7__S197_comb_BCD8	0.465134846824052	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3977	239010
CY75_1_CD45_CD8_3__S106_comb_BCD8	0.494341545092652	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4438	315708
CY75_1_CD45_CD8_3__S123_comb_BCD8	0.530612003420912	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4397	204121
CY75_1_CD45_CD8_8__S306_comb_BCD8	0.58765715837681	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4498	145690
CY75_1_CD45_CD8_8__S290_comb_BCD8	0.692881377105922	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4158	143318
monika_B7_S115_comb_BCD8_3	0.297394348874082	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5477	994744
monika_A6_S105_comb_BCD8_3	0.427566274346492	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5515	971174
CY75_1_CD45_CD8_3__S147_comb_BCD8	0.5511484358690779	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5317	229214
CY75_1_CD45_CD8_8__S381_comb_BCD8	0.824269403375688	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5337	171962
CY75_1_CD45_CD8_7__S274_comb_BCD8	0.374132125335856	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5256	343117
monika_F1_S144_comb_BCD8_3	0.35174591369157204	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6650	1100192
monika_B10_S109_comb_BCD8_3	0.361718197627996	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5052	732618
monika_A4_S103_comb_BCD8_3	0.332896568072936	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5943	1240131
CY75_1_CD45_CD8_7__S262_comb_BCD8	0.318144354001968	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5139	435763
CY75_1_CD45_CD8_7__S241_comb_BCD8	0.43766701741666303	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4963	390038
CY75_1_CD45_CD8_7__S212_comb_BCD8	0.7428407934901229	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4891	313849
CY75_1_CD45_CD8_7__S203_comb_BCD8	0.401367315479332	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4109	246769
monika_F9_S152_comb_BCD8_3	0.6885090912210601	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5825	525925
CY75_1_CD45_CD8_7__S221_comb_BCD8	0.420397234557148	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5515	401212
CY75_1_CD45_CD8_3__S155_comb_BCD8	0.48643153746211	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5401	298421
CY75_1_CD45_CD8_7__S255_comb_BCD8	0.43850196378839	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5154	495323
CY75_1_CD45_CD8_3__S172_comb_BCD8	0.532167473539256	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4648	213917
CY75_1_CD45_CD8_8__S345_comb_BCD8	0.0983193188820896	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3020	136277
CY75_1_CD45_CD8_8__S350_comb_BCD8	0.616744793278602	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6487	295992
CY75_1_CD45_CD8_8__S336_comb_BCD8	2.880622962253796	myeloid_suppression	Mel75	?	post.treatment	Tirosh	4083	108840
CY75_1_CD45_CD8_3__S108_comb_BCD8	1.24625575826858	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	7283	750902
CY75_1_CD45_CD8_3__S184_comb_BCD8	0.357653616573368	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4035	253418
CY75_1_CD45_CD8_3__S158_comb_BCD8	0.50395869724822	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4479	349575
CY75_1_CD45_CD8_3__S138_comb_BCD8	0.237806764878004	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5306	206509
CY75_1_CD45_CD8_3__S122_comb_BCD8	0.57562735332539	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4479	130476
CY75_1_CD45_CD8_1__S93_comb_BCD8	0.543398178880988	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3965	192394
monika_F4_S147_comb_BCD8_3	0.22776289378045603	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5255	891764
CY75_1_CD45_CD8_7__S282_comb_BCD8	0.869632317209424	myeloid_suppression	Mel75	?	post.treatment	Tirosh	2555	49862
CY75_1_CD45_CD8_8__S323_comb_BCD8	0.329232531431578	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3497	192160
CY75_1_CD45_CD8_3__S117_comb_BCD8	0.36212974955653	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4594	311903
CY75_1_CD45_CD8_7__S249_comb_BCD8	0.532714467083504	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5153	208544
CY75_1_CD45_CD8_7__S259_comb_BCD8	0.85029837572904	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6745	252568
CY75_1_CD45_CD8_7__S269_comb_BCD8	0.452005131192292	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5076	494256
monika_C6_S124_comb_BCD8_3	0.39262083094711003	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5614	991071
monika_E8_S142_comb_BCD8_3	0.23153810271641	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4579	590339
monika_B5_S113_comb_BCD8_3	0.39016832750983	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5298	739711
CY75_1_CD45_CD8_8__S326_comb_BCD8	0.47207285530869403	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4405	166642
monika_D1_S126_comb_BCD8_3	0.36023173121874	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4973	906281
CY75_1_CD45_CD8_1__S95_comb_BCD8	1.166405840493846	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4701	259382
monika_D6_S131_comb_BCD8_3	0.243942127909756	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5512	1024412
CY75_1_CD45_CD8_7__S218_comb_BCD8	0.1799897972379344	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	7582	433515
CY75_1_CD45_CD8_8__S375_comb_BCD8	0.333260425634618	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4499	173857
CY75_1_CD45_CD8_8__S377_comb_BCD8	0.708946531186524	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3037	69794
CY75_1_CD45_CD8_7__S270_comb_BCD8	0.30441114983219203	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3535	215672
CY75_1_CD45_CD8_7__S242_comb_BCD8	0.337591298808896	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3927	242617
monika_F10_S145_comb_BCD8_3	0.7109716913958228	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6778	623323
CY75_1_CD45_CD8_8__S368_comb_BCD8	0.40943787274249	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5074	455325
CY75_1_CD45_CD8_8__S352_comb_BCD8	0.6006484834977359	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5370	271779
CY75_1_CD45_CD8_7__S238_comb_BCD8	0.38656342054837	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4251	210681
CY75_1_CD45_CD8_7__S215_comb_BCD8	0.226449559659688	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4642	256091
CY75_1_CD45_CD8_8__S344_comb_BCD8	0.697033836010182	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4762	162252
monika_E6_S140_comb_BCD8_3	0.25535888095785203	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4687	630024
CY75_1_CD45_CD8_7__S216_comb_BCD8	0.280435284995896	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4653	298289
CY75_1_CD45_CD8_8__S328_comb_BCD8	0.7563348898036459	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6794	139136
CY75_1_CD45_CD8_7__S228_comb_BCD8	0.24861194121450597	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5357	440129
CY75_1_CD45_CD8_3__S112_comb_BCD8	0.31776091340310997	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3761	242346
CY75_1_CD45_CD8_3__S164_comb_BCD8	0.20754672548930203	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4972	284672
CY75_1_CD45_CD8_7__S279_comb_BCD8	0.625460621156426	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5273	361689
CY75_1_CD45_CD8_3__S120_comb_BCD8	0.31067210066706596	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4841	415494
CY75_1_CD45_CD8_7__S266_comb_BCD8	0.558654330899616	myeloid_suppression	Mel75	T.cell	post.treatment	Tirosh	6285	475474
CY75_1_CD45_CD8_3__S178_comb_BCD8	0.27425601080453	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3752	172851
CY75_1_CD45_CD8_7__S234_comb_BCD8	1.03698300081649	myeloid_suppression	Mel75	?	post.treatment	Tirosh	5125	111243
monika_E11_S136_comb_BCD8_3	0.289462940050636	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4924	839780
CY75_1_CD45_CD8_8__S324_comb_BCD8	0.38421108424446604	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4778	327549
CY75_1_CD45_CD8_3__S107_comb_BCD8	0.20129551281424002	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5197	433571
monika_A5_S104_comb_BCD8_3	0.51771294748027	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5056	955163
CY75_1_CD45_CD8_7__S258_comb_BCD8	0.546323544568124	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5863	481906
monika_A8_S107_comb_BCD8_3	0.320814264733772	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5719	992681
CY75_1_CD45_CD8_8__S343_comb_BCD8	0.482610485709706	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3573	175326
CY75_1_CD45_CD8_8__S321_comb_BCD8	0.1578206435002762	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3948	137671
CY75_1_CD45_CD8_7__S202_comb_BCD8	0.381685730033758	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5480	475461
monika_D11_S127_comb_BCD8_3	0.283043564977768	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4872	999725
CY75_1_CD45_CD8_3__S137_comb_BCD8	1.289137038698594	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6518	136965
CY75_1_CD45_CD8_7__S288_comb_BCD8	0.23906951966444398	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4004	405057
CY75_1_CD45_CD8_8__S354_comb_BCD8	0.44610209207323603	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5049	279139
CY75_1_CD45_CD8_1__S91_comb_BCD8	0.1995668665563772	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	1926	218214
CY75_1_CD45_CD8_3__S141_comb_BCD8	0.5527672917781901	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3839	110202
CY75_1_CD45_CD8_8__S315_comb_BCD8	0.169278604170472	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3699	185155
CY75_1_CD45_CD8_3__S129_comb_BCD8	0.257494459023814	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3165	83334
monika_B6_S114_comb_BCD8_3	0.24057756669402802	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4391	799286
CY75_1_CD45_CD8_7__S225_comb_BCD8	0.416131532669044	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5603	485868
CY75_1_CD45_CD8_3__S180_comb_BCD8	0.0	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	2720	292871
CY75_1_CD45_CD8_7__S253_comb_BCD8	0.47603145974513594	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5790	654728
CY75_1_CD45_CD8_3__S97_comb_BCD8	0.392398735484052	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4036	178377
CY75_1_CD45_CD8_8__S379_comb_BCD8	0.0	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3395	164640
CY75_1_CD45_CD8_8__S383_comb_BCD8	0.416472393911494	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4400	263948
monika_F6_S149_comb_BCD8_3	0.9299460820527781	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6312	1638252
monika_B11_S110_comb_BCD8_3	0.1429150477703252	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5983	1110970
CY75_1_CD45_CD8_1__S92_comb_BCD8	0.496053024410892	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	1966	88230
CY75_1_CD45_CD8_7__S254_comb_BCD8	0.327661115361418	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5606	516365
CY75_1_CD45_CD8_3__S111_comb_BCD8	0.49806268006042204	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4692	264494
monika_A2_S101_comb_BCD8_3	0.369278604170472	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5831	951618
monika_F2_S146_comb_BCD8_3	0.399277749289524	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4758	942018
CY75_1_CD45_CD8_7__S244_comb_BCD8	0.5477103373040461	myeloid_suppression	Mel75	?	post.treatment	Tirosh	2232	58419
CY75_1_CD45_CD8_8__S298_comb_BCD8	0.1189097099100708	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3631	187409
CY75_1_CD45_CD8_3__S150_comb_BCD8	0.32345969656817003	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4172	148521
CY75_1_CD45_CD8_3__S179_comb_BCD8	0.1023947963563602	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5598	558024
CY75_1_CD45_CD8_8__S295_comb_BCD8	0.341416598354342	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3498	156589
CY75_1_CD45_CD8_7__S257_comb_BCD8	0.50122898059592	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5013	337694
CY75_1_CD45_CD8_3__S134_comb_BCD8	0.679314106564372	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3780	92513
CY75_1_CD45_CD8_7__S209_comb_BCD8	0.350977500432694	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4846	265972
CY75_1_CD45_CD8_3__S105_comb_BCD8	4.649215111673182	myeloid_suppression	Mel75	Macrophage	post.treatment	Tirosh	5988	421862
CY75_1_CD45_CD8_3__S113_comb_BCD8	0.35463047940281	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4600	252476
CY75_1_CD45_CD8_7__S230_comb_BCD8	0.43615687821574	myeloid_suppression	Mel75	T.cell	post.treatment	Tirosh	3871	174134
CY75_1_CD45_CD8_1__S94_comb_BCD8	0.30780694059415004	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3719	182936
CY75_1_CD45_CD8_7__S248_comb_BCD8	0.1221400124269528	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4503	357993
CY75_1_CD45_CD8_8__S367_comb_BCD8	0.214626940926044	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4469	241523
CY75_1_CD45_CD8_3__S163_comb_BCD8	0.32289485656753997	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4466	305561
CY75_1_CD45_CD8_7__S265_comb_BCD8	1.285960011014294	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5975	306422
monika_E5_S139_comb_BCD8_3	0.20401153046825	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4888	861661
CY75_1_CD45_CD8_8__S307_comb_BCD8	0.464904522319162	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3739	143184
CY75_1_CD45_CD8_8__S334_comb_BCD8	0.784211084244466	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6424	174052
CY75_1_CD45_CD8_3__S186_comb_BCD8	0.1297851118906242	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	1809	201303
CY75_1_CD45_CD8_7__S286_comb_BCD8	0.313021939306366	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5365	331985
monika_C5_S123_comb_BCD8_3	0.36911808176957	myeloid_suppression	Mel75	T.CD4	post.treatment	Tirosh	4621	598007
monika_B9_S117_comb_BCD8_3	0.21531181902632	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5501	1046962
CY75_1_CD45_CD8_3__S154_comb_BCD8	0.39790047217247604	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3981	161098
CY75_1_CD45_CD8_8__S299_comb_BCD8	0.24567139084021	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4599	227790
CY75_1_CD45_CD8_3__S133_comb_BCD8	0.26862470388037	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	4605	184979
CY75_1_CD45_CD8_3__S119_comb_BCD8	0.20301386434353003	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3378	148528
CY75_1_CD45_CD8_3__S121_comb_BCD8	0.0745904195823658	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3554	409396
CY75_1_CD45_CD8_7__S211_comb_BCD8	0.433471585547702	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	5303	369502
CY75_1_CD45_CD8_8__S339_comb_BCD8	0.501989829260862	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	3715	142228
CY75_1_CD45_CD8_7__S200_comb_BCD8	0.401151853857736	myeloid_suppression	Mel75	T.CD8	post.treatment	Tirosh	6372	713251
